Sp1	Sp2	Cor
ESV_2	ESV_1530	-0.5314
ESV_2	ESV_1538	0.4183
ESV_2	ESV_1541	-0.626
ESV_2	ESV_1545	-0.6162
ESV_2	ESV_1568	-0.4515
ESV_2	ESV_1620	-0.4847
ESV_2	ESV_1623	-0.5032
ESV_2	ESV_1635	-0.5338
ESV_2	ESV_1642	-0.4284
ESV_2	ESV_1690	-0.443
ESV_2	ESV_1809	-0.5184
ESV_2	ESV_1820	-0.5981
ESV_2	ESV_1859	-0.5065
ESV_2	ESV_1862	-0.4288
ESV_2	ESV_1882	-0.472
ESV_2	ESV_1917	-0.4449
ESV_2	ESV_1942	-0.4067
ESV_2	ESV_1947	-0.5162
ESV_2	ESV_1963	-0.3967
ESV_2	ESV_1990	0.5044
ESV_2	ESV_2060	-0.5535
ESV_2	ESV_2115	-0.4762
ESV_2	ESV_2117	0.5018
ESV_2	ESV_2130	0.4385
ESV_2	ESV_2138	-0.5297
ESV_2	ESV_2187	-0.4438
ESV_2	ESV_2262	-0.5036
ESV_2	ESV_2333	-0.4493
ESV_2	ESV_2361	-0.4066
ESV_2	ESV_2396	-0.4229
ESV_2	ESV_2415	-0.4094
ESV_2	ESV_2439	-0.4545
ESV_2	ESV_2451	-0.5383
ESV_2	ESV_2527	-0.4569
ESV_2	ESV_2567	-0.4212
ESV_2	ESV_2587	-0.5712
ESV_2	ESV_2589	-0.4744
ESV_2	ESV_2614	0.5687
ESV_2	ESV_2635	0.4281
ESV_2	ESV_2702	-0.5105
ESV_2	ESV_2717	-0.4061
ESV_2	ESV_2753	-0.5316
ESV_2	ESV_2933	0.4319
ESV_2	ESV_2960	-0.3988
ESV_2	ESV_2962	-0.4427
ESV_2	ESV_2978	-0.3999
ESV_2	ESV_3072	-0.6073
ESV_2	ESV_3219	0.4065
ESV_2	ESV_3331	-0.4408
ESV_2	ESV_3458	-0.4122
ESV_2	ESV_3755	-0.582
ESV_2	ESV_3832	-0.5132
ESV_2	ESV_4196	-0.4159
ESV_2	ESV_4205	-0.3472
ESV_2	ESV_4502	-0.4641
ESV_2	ESV_4506	-0.3606
ESV_2	ESV_4596	-0.4205
ESV_2	ESV_6352	-0.4258
ESV_2	ESV_7673	-0.4139
ESV_2	ESV_7949	-0.4205
ESV_2	ESV_8912	-0.3581
ESV_2	ESV_9481	-0.4234
ESV_2	ESV_9607	-0.411
ESV_2	ESV_12612	-0.3873
ESV_2	ESV_13193	-0.394
ESV_2	ESV_20022	-0.3553
ESV_2	ESV_22684	-0.356
ESV_3	ESV_4	-0.4367
ESV_3	ESV_12	0.9971
ESV_3	ESV_13	-0.5215
ESV_3	ESV_34	0.4309
ESV_3	ESV_45	-0.4428
ESV_3	ESV_65	-0.4485
ESV_3	ESV_101	-0.471
ESV_3	ESV_103	0.626
ESV_3	ESV_104	-0.483
ESV_3	ESV_106	-0.6252
ESV_3	ESV_108	-0.505
ESV_3	ESV_112	-0.5458
ESV_3	ESV_124	-0.5131
ESV_3	ESV_132	-0.4889
ESV_3	ESV_137	-0.4249
ESV_3	ESV_142	-0.532
ESV_3	ESV_159	-0.5668
ESV_3	ESV_171	-0.4365
ESV_3	ESV_183	-0.4703
ESV_3	ESV_188	-0.4915
ESV_3	ESV_194	-0.4969
ESV_3	ESV_195	-0.4536
ESV_3	ESV_198	-0.4706
ESV_3	ESV_202	-0.5814
ESV_3	ESV_206	0.4554
ESV_3	ESV_211	-0.4759
ESV_3	ESV_215	-0.5267
ESV_3	ESV_216	-0.4834
ESV_3	ESV_220	-0.4834
ESV_3	ESV_234	-0.4359
ESV_3	ESV_253	-0.4505
ESV_3	ESV_255	-0.4772
ESV_3	ESV_257	-0.5319
