Sp1	Sp2	Cor
ESV_2	ESV_372	0.4799
ESV_2	ESV_373	0.6742
ESV_2	ESV_378	-0.4476
ESV_2	ESV_379	0.5971
ESV_2	ESV_381	0.609
ESV_2	ESV_382	0.4735
ESV_2	ESV_384	0.5534
ESV_2	ESV_387	-0.5007
ESV_2	ESV_392	0.5048
ESV_2	ESV_399	0.6322
ESV_2	ESV_402	0.4033
ESV_2	ESV_404	0.5058
ESV_2	ESV_405	0.5658
ESV_2	ESV_409	0.4761
ESV_2	ESV_411	0.5135
ESV_2	ESV_415	-0.4894
ESV_2	ESV_421	0.4836
ESV_2	ESV_428	0.5491
ESV_2	ESV_432	0.6517
ESV_2	ESV_434	0.6383
ESV_2	ESV_438	0.7192
ESV_2	ESV_441	0.4327
ESV_2	ESV_451	0.4564
ESV_2	ESV_452	-0.4135
ESV_2	ESV_457	0.5953
ESV_2	ESV_459	0.5806
ESV_2	ESV_461	0.4714
ESV_2	ESV_463	0.6357
ESV_2	ESV_468	0.5708
ESV_2	ESV_476	-0.5061
ESV_2	ESV_479	-0.519
ESV_2	ESV_481	0.5796
ESV_2	ESV_485	-0.5056
ESV_2	ESV_490	-0.4607
ESV_2	ESV_495	-0.445
ESV_2	ESV_498	-0.5324
ESV_2	ESV_504	0.4269
ESV_2	ESV_505	0.5588
ESV_2	ESV_510	0.4657
ESV_2	ESV_513	0.4244
ESV_2	ESV_516	0.5573
ESV_2	ESV_519	0.4549
ESV_2	ESV_521	0.5064
ESV_2	ESV_524	0.6494
ESV_2	ESV_531	0.5018
ESV_2	ESV_532	0.5792
ESV_2	ESV_538	0.4483
ESV_2	ESV_539	0.4618
ESV_2	ESV_549	-0.5476
ESV_2	ESV_551	-0.4551
ESV_2	ESV_553	0.6286
ESV_2	ESV_554	0.5273
ESV_2	ESV_561	0.4913
ESV_2	ESV_569	0.5341
ESV_2	ESV_571	0.5049
ESV_2	ESV_573	0.5579
ESV_2	ESV_582	0.6863
ESV_2	ESV_599	0.5687
ESV_2	ESV_604	-0.4414
ESV_2	ESV_605	0.5046
ESV_2	ESV_615	0.527
ESV_2	ESV_616	0.5008
