Sp1	Sp2	Cor
ESV_32	ESV_1266	-0.4687
ESV_32	ESV_1297	0.3766
ESV_32	ESV_1443	0.455
ESV_32	ESV_1878	-0.4546
ESV_32	ESV_1997	-0.4732
ESV_32	ESV_2516	0.3873
ESV_32	ESV_2908	0.5013
ESV_32	ESV_3149	0.3757
ESV_32	ESV_3262	0.5878
ESV_32	ESV_4781	0.4472
ESV_33	ESV_34	0.4843
ESV_33	ESV_42	-0.4863
ESV_33	ESV_43	0.5506
ESV_33	ESV_50	0.4992
ESV_33	ESV_62	-0.4166
ESV_33	ESV_88	0.4415
ESV_33	ESV_101	-0.5966
ESV_33	ESV_102	0.5714
ESV_33	ESV_108	-0.4803
ESV_33	ESV_113	-0.4988
ESV_33	ESV_134	-0.5047
ESV_33	ESV_144	0.4459
ESV_33	ESV_203	-0.4223
ESV_33	ESV_220	-0.4293
ESV_33	ESV_223	0.5241
ESV_33	ESV_226	0.4727
ESV_33	ESV_229	-0.5833
ESV_33	ESV_257	-0.3913
ESV_33	ESV_260	-0.4215
ESV_33	ESV_262	-0.5283
ESV_33	ESV_277	-0.4497
ESV_33	ESV_283	0.6296
ESV_33	ESV_294	0.5211
ESV_33	ESV_303	-0.3846
ESV_33	ESV_321	0.4233
ESV_33	ESV_327	-0.4063
ESV_33	ESV_363	-0.4876
ESV_33	ESV_379	-0.4143
ESV_33	ESV_391	0.4814
ESV_33	ESV_410	-0.4163
ESV_33	ESV_411	0.4779
ESV_33	ESV_438	-0.4939
ESV_33	ESV_447	-0.4735
ESV_33	ESV_455	-0.4683
ESV_33	ESV_459	-0.423
ESV_33	ESV_460	-0.5641
ESV_33	ESV_474	0.4206
ESV_33	ESV_481	-0.4159
ESV_33	ESV_497	0.3637
ESV_33	ESV_503	0.4249
ESV_33	ESV_505	-0.3747
ESV_33	ESV_531	-0.4177
ESV_33	ESV_554	-0.4001
ESV_33	ESV_654	0.4026
ESV_33	ESV_680	0.4766
ESV_33	ESV_686	0.3761
ESV_33	ESV_702	0.386
ESV_33	ESV_750	0.525
ESV_33	ESV_842	-0.5845
ESV_33	ESV_856	0.4016
ESV_33	ESV_885	0.4089
ESV_33	ESV_888	-0.4521
ESV_33	ESV_891	-0.4317
ESV_33	ESV_959	-0.362
ESV_33	ESV_996	-0.394
ESV_33	ESV_1010	0.5514
ESV_33	ESV_1169	0.5162
ESV_33	ESV_1266	-0.4545
ESV_33	ESV_1443	0.4229
ESV_33	ESV_1878	-0.4446
ESV_33	ESV_1997	-0.4097
ESV_33	ESV_2516	0.3995
ESV_33	ESV_2908	0.3796
ESV_33	ESV_3262	0.5301
ESV_33	ESV_4781	0.4877
ESV_34	ESV_35	-0.4547
ESV_34	ESV_42	-0.3917
ESV_34	ESV_43	0.627
ESV_34	ESV_88	0.4423
ESV_34	ESV_103	0.3873
ESV_34	ESV_128	0.4281
ESV_34	ESV_141	-0.5275
ESV_34	ESV_191	0.4857
ESV_34	ESV_203	-0.3825
ESV_34	ESV_206	0.4014
ESV_34	ESV_220	-0.429
ESV_34	ESV_249	-0.439
ESV_34	ESV_253	-0.4367
ESV_34	ESV_262	-0.3813
ESV_34	ESV_272	0.4451
ESV_34	ESV_283	0.4685
ESV_34	ESV_294	0.4055
ESV_34	ESV_327	-0.3943
ESV_34	ESV_335	-0.3924
ESV_34	ESV_391	0.443
ESV_34	ESV_411	0.5388
ESV_34	ESV_438	-0.3962
ESV_34	ESV_497	0.4564
ESV_34	ESV_541	-0.5051
ESV_34	ESV_572	0.4311
ESV_34	ESV_580	0.4117
